CSV Output,,
Proc Code(cpt4),proc_type,proc_description
46505,CPT?-Procedure-Code,CHEMODENERVATION ANAL MUSC
46600,CPT?-Procedure-Code,ANOSCOPY DIAGNOSTIC
46700,CPT?-Procedure-Code,REPAIR OF ANAL STRICTURE ADULT
46750,CPT?-Procedure-Code,REPAIR OF ANAL SPHINCTER ADULT
469,Revenue Code,OTHER PULMONARY FUNC
46910,CPT?-Procedure-Code,ELECTR DESTRUCTION ANAL LESION(S)
46922,CPT?-Procedure-Code,SURGICAL REMOVAL OF ANAL LESION(S)
46924,CPT?-Procedure-Code,DESTRUCTION OF ANAL LESION EXTNSV
46930,CPT?-Procedure-Code,CONDYLOMATA COMPLICATED
46945,CPT?-Procedure-Code,LIGATION OF INTERNAL HEMORRHOIDS
46946,CPT?-Procedure-Code,LIGATION OF INTERNAL HEMORRHOIDS
46947,CPT?-Procedure-Code,HEMORRHOIDOPEXY BY STAPLING
470,Revenue Code,AUDIOLOGY
47000,CPT?-Procedure-Code,NEEDLE BIOPSY OF LIVER
47001,CPT?-Procedure-Code,NEEDLE BIOPSY OF LIVER W/OTHER PROC
47010,CPT?-Procedure-Code,HEPATOTOMY OPEN DRAIN 1/2 STAGES
47011,CPT?-Procedure-Code,HEPATOTOMY PERCU DRAIN 1/2 STAGES
471,Revenue Code,AUDIOLOGY/DX
47100,CPT?-Procedure-Code,WEDGE BIOPSY OF LIVER
47120,CPT?-Procedure-Code,PARTIAL REMOVAL OF LIVER/LOBE
47370,CPT?-Procedure-Code,LPRSCPY SRG RMV LIVER TUMOR RDIOFRQ
47379,CPT?-Procedure-Code,LAPAROSCOPIC LIVER PROCEDURE NEC
47382,CPT?-Procedure-Code,ABLTN 1+ LIVER TUMOR PERCU RDIOFRQ
47490,CPT?-Procedure-Code,INCISION OF GALLBLADDER
47500,CPT?-Procedure-Code,INJECTION FOR LIVER X-RAYS
47505,CPT?-Procedure-Code,INJECTION FOR LIVER X-RAYS
47511,CPT?-Procedure-Code,INSERT BILE DUCT DRAIN
47525,CPT?-Procedure-Code,CHANGE BILE DUCT CATHETER
47562,CPT?-Procedure-Code,LAPAROSCOPY CHOLECYSTECTOMY
47563,CPT?-Procedure-Code,LAPRSCPY CHOLECYSTMY W/CHOLANGIOG
47600,CPT?-Procedure-Code,REMOVE GALLBLADDER
47605,CPT?-Procedure-Code,REMOVE GALLBLADDER W/XRAY EXAM
47715,CPT?-Procedure-Code,EXCISE BILE DUCT CYST
47780,CPT?-Procedure-Code,FUSE BILE DUCTS/BOWEL ROUX-EN-Y
47785,CPT?-Procedure-Code,FUSE BILE DUCTS/BOWEL ROUX-EN-Y
479,Revenue Code,OTHER AUDIO
47999,CPT?-Procedure-Code,BILE TRACT SURGERY PROCEDURE NEC
480,Revenue Code,CARDIOLOGY
481,Revenue Code,CARDIAC CATH LAB
48102,CPT?-Procedure-Code,BIOPSY OF PANCREAS NEEDLE
48105,CPT?-Procedure-Code,RESECT/DEBRIDE PANCREAS
48150,CPT?-Procedure-Code,REMOVE PANCREAS PARTIAL (WHIPPLE)
482,Revenue Code,STRESS TEST
483,Revenue Code,ECHOCARDIOLOGY
48511,CPT?-Procedure-Code,DRAIN PANCREATIC PSEUDOCYST PERCU
489,Revenue Code,OTHER CARDIOL
490,Revenue Code,AMBUL SURG
49000,CPT?-Procedure-Code,EXPLORATION OF ABDOMEN
49021,CPT?-Procedure-Code,DRAINAGE PERITONEAL ABSCESS PERC
49040,CPT?-Procedure-Code,DRAIN ABDOMINAL ABSCESS OPEN
49041,CPT?-Procedure-Code,DRAIN ABDOMINAL ABSCESS PERCUTAN
49061,CPT?-Procedure-Code,DRAINAGE ABDOMINAL ABSCESS PERCUT
49082,CPT?-Procedure-Code,ABD PARACENTESIS
49083,CPT?-Procedure-Code,ABD PARACENTESIS W/IMAGING
49084,CPT?-Procedure-Code,PERITONEAL LAVAGE
49180,CPT?-Procedure-Code,NEEDLE BIOPSY OF ABDOMINAL MASS
49204,CPT?-Procedure-Code,EXC ABD TUM OVER 5 CM
49205,CPT?-Procedure-Code,EXC ABD TUM OVER 10 CM
49215,CPT?-Procedure-Code,EXCISION OF SACRAL SPINE TUMOR
49255,CPT?-Procedure-Code,REMOVAL OF OMENTUM
49320,CPT?-Procedure-Code,LAPRSCPY ABDMN/PERITNM/OMNTM DIAG
49324,CPT?-Procedure-Code,LAP INSERT PERM IP CATH
49329,CPT?-Procedure-Code,LAPRSCPY ABDMN/PERINM/OMNTM UNLSTD
49400,CPT?-Procedure-Code,INJECT AIR/CONTRAST INTO ABDOMEN
49406,CPT?-Procedure-Code,IMG-GUIDE FLUID COLLXN DRAIN
49418,CPT?-Procedure-Code,INSERT TUN IP CATH PERC
49421,CPT?-Procedure-Code,INSERT PERMANENT ABDOMINAL DRAIN
49423,CPT?-Procedure-Code,EXCHANGE PREV DRAINAGE CATHETER
49424,CPT?-Procedure-Code,CONTRAST INJECT VIA PREV CATH/TUBE
49436,CPT?-Procedure-Code,EMBEDDED IP CATH EXIT-SITE
49440,CPT?-Procedure-Code,PLACE GASTROSTOMY TUBE PERC
49446,CPT?-Procedure-Code,CHANGE G-TUBE TO G-J PERC
49452,CPT?-Procedure-Code,REPLACE G-J TUBE PERC
49465,CPT?-Procedure-Code,FLUORO EXAM G/COLON TUBE
49505,CPT?-Procedure-Code,REPAIR INGNL HERNIA 5+ YRS REDUC
49507,CPT?-Procedure-Code,REPAIR INGNL HERNIA 5+ YRS STRANG
49553,CPT?-Procedure-Code,RPR INTL FEMR HERNIA ANY AGE STRANG
49560,CPT?-Procedure-Code,RPR INTL INCSNL/VNTRL HERNIA REDUC
49561,CPT?-Procedure-Code,RPR INTL INCSNL/VNTRL HERNIA STRANG
49565,CPT?-Procedure-Code,RPR RCR INCSNL/VNTRL HERNIA REDUC
49566,CPT?-Procedure-Code,RPR RCR INCSNL/VNTRL HERNIA STRANG
49568,CPT?-Procedure-Code,RPR INCISION/VENTRAL HERNIA W/MESH
49570,CPT?-Procedure-Code,REPAIR EPIGASTRIC HERNIA
49585,CPT?-Procedure-Code,REPAIR UMBILICAL HERNIA AGE 5+ YR
49587,CPT?-Procedure-Code,REPAIR UMBILICAL HERNIA AGE 5+ YR
49650,CPT?-Procedure-Code,LAPRSCPY REP INGUINAL HRNIA INITL
49651,CPT?-Procedure-Code,LAPRSCPY REP INGUINAL HRNIA RECRNT
49652,CPT?-Procedure-Code,LAP VENT/ABD HERNIA REPAIR
49653,CPT?-Procedure-Code,LAP VENT/ABD HERNIA PROC COMP
49654,CPT?-Procedure-Code,LAP INC HERNIA REPAIR
49655,CPT?-Procedure-Code,LAP INC HERNIA REPAIR COMP
49656,CPT?-Procedure-Code,LAP INC HERNIA REPAIR RECUR
49657,CPT?-Procedure-Code,LAP INC HERNIA RECUR COMP
49659,CPT?-Procedure-Code,LAPRSCPY UNLISTED PROCED HERNIA
499,Revenue Code,OTHER AMBUL SURG
49900,CPT?-Procedure-Code,FOLLOWUP REPAIR OF ABDOMINAL WALL
500,Revenue Code,OUTPATIENT SVS
50080,CPT?-Procedure-Code,REMOVAL OF KIDNEY STONE UP TO 2CM
50081,CPT?-Procedure-Code,REMOVAL OF KIDNEY STONE OVER 2CM
501,UNKNOWN Code,UNKNOWN Code
5010F,CPT?-Procedure-Code,MACUL+FNDNGS TO DR MNG DM
5015F,CPT?-Procedure-Code,DOC FX & TEST/TXMNT FOR OP
50200,CPT?-Procedure-Code,NEEDLE BIOPSY OF KIDNEY
50230,CPT?-Procedure-Code,RMV KDNY OPN APPRCH RADICAL W/LYMPH
50240,CPT?-Procedure-Code,PARTIAL REMOVAL OF KIDNEY
50323,CPT?-Procedure-Code,PREP CADAVER RENAL ALLOGRAFT
50325,CPT?-Procedure-Code,PREP DONOR RENAL GRAFT
50327,CPT?-Procedure-Code,PREP RENAL GRAFT/VENOUS
50360,CPT?-Procedure-Code,TRANSPLANTATION OF KIDNEY
50389,CPT?-Procedure-Code,REMOVE RENAL TUBE W/FLUORO
50390,CPT?-Procedure-Code,NEEDLE DRAINAGE OF KIDNEY LESION
50392,CPT?-Procedure-Code,INSERT KIDNEY CATHETER THRU SKIN
50393,CPT?-Procedure-Code,INSERT URETERAL CATHETER/STENT
50394,CPT?-Procedure-Code,INJECTION FOR KIDNEY X-RAY
50395,CPT?-Procedure-Code,CREATE PASSAGE TO KIDNEY THRU SKIN
50398,CPT?-Procedure-Code,CHANGE KIDNEY TUBE
50400,CPT?-Procedure-Code,REVISION OF KIDNEY/URETER SIMPLE
505,UNKNOWN Code,UNKNOWN Code
50543,CPT?-Procedure-Code,LAPARO PARTIAL NEPHRECTOMY
50545,CPT?-Procedure-Code,LAPRSCPY RADICAL NEPHRECTOMY
50590,CPT?-Procedure-Code,FRAGMENT KIDNEY STONE BY SHOCK WAVE
50592,CPT?-Procedure-Code,PERC RF ABLATE RENAL TUMOR
50684,CPT?-Procedure-Code,INJECTION FOR URETER X-RAY
50690,CPT?-Procedure-Code,INJECTION FOR URETER X-RAY
50760,CPT?-Procedure-Code,FUSION OF URETERS
50780,CPT?-Procedure-Code,FUSION OF URETER AND BLADDER
50949,CPT?-Procedure-Code,LAPAROSCOPY URETER NEC
50961,CPT?-Procedure-Code,URETER ENDOSCOPY/REMOVE OBJECT
510,Revenue Code,CLINIC
51040,CPT?-Procedure-Code,SURGICAL DRAINAGE OF BLADDER
51045,CPT?-Procedure-Code,INSERT BLADDER DRAIN
511,Revenue Code,CHRONIC CLINIC
512,Revenue Code,DENTAL CLINIC
513,Revenue Code,PSYCH CLINIC
514,Revenue Code,OB-GYN CLINIC
515,Revenue Code,PEDS CLINIC
516,Revenue Code,URGENT CLINIC
51600,CPT?-Procedure-Code,INJECTION FOR BLADDER X-RAY
51610,CPT?-Procedure-Code,INJECTION FOR BLADDER X-RAY
517,Revenue Code,FAMILY CLINIC
51700,CPT?-Procedure-Code,IRRIGATION OF BLADDER SIMPLE
51701,CPT?-Procedure-Code,INSERT BLADDER CATHETER
51702,CPT?-Procedure-Code,INSERT TEMP BLADDER CATH
51703,CPT?-Procedure-Code,INSERT BLADDER CATH COMPLEX
51705,CPT?-Procedure-Code,CHANGE OF BLADDER TUBE SIMPLE
51715,CPT?-Procedure-Code,ENDOSCOPIC INJECT IMPLANT MATERIAL
51720,CPT?-Procedure-Code,TREATMENT OF BLADDER LESION
51725,CPT?-Procedure-Code,SIMPLE CYSTOMETROGRAM
51726,CPT?-Procedure-Code,COMPLEX CYSTOMETROGRAM
51727,CPT?-Procedure-Code,CYSTOMETROGRAM W/UP
51728,CPT?-Procedure-Code,CYSTOMETROGRAM W/VP
51729,CPT?-Procedure-Code,CYSTOMETROGRAM W/VP&UP
51736,CPT?-Procedure-Code,URINE FLOW MEASUREMENT SIMPLE
51741,CPT?-Procedure-Code,URINE FLOW MEASUREMENT COMPLEX
51784,CPT?-Procedure-Code,EMG STUDY ANAL/URETHRAL SPHINCTER
51785,CPT?-Procedure-Code,ANAL/URINARY MUSCLE STUDY NEEDLE
51792,CPT?-Procedure-Code,URINARY REFLEX STUDY
51797,CPT?-Procedure-Code,INTRA-ABDOM VOIDING PRESSURE TEST
51798,CPT?-Procedure-Code,US URINE CAPACITY MEASURE
51840,CPT?-Procedure-Code,ATTACH BLADDER/URETHRA SIMPLE
519,Revenue Code,OTHER CLINIC
520,Revenue Code,FREESTAND CLINIC
52000,CPT?-Procedure-Code,CYSTOURETHROSCOPY
52001,CPT?-Procedure-Code,CYSTOURETHRSCPY W/IRRIG & EVAC CLOT
52005,CPT?-Procedure-Code,CYSTOSCOPY/URETERAL CATHETER
521,Revenue Code,RURAL/CLINIC
52204,CPT?-Procedure-Code,CYSTOSCOPY/BIOPSY
52214,CPT?-Procedure-Code,CYSTOSCOPY/TREATMENT
52224,CPT?-Procedure-Code,CYSTOSCOPY/TREAT MINOR LESION(S)
52234,CPT?-Procedure-Code,CYSTOSCOPY/TREAT SML BLADDER TUMOR
52235,CPT?-Procedure-Code,CYSTOSCOPY/TREAT MED BLADDER TUMOR
52240,CPT?-Procedure-Code,CYSTOSCOPY/TREAT LGE BLADDER TUMOR
52260,CPT?-Procedure-Code,CYSTOSCOPY/DILATE BLADDER
52275,CPT?-Procedure-Code,CYSTOSCOPY/REVISE MALE URETHRA
52276,CPT?-Procedure-Code,CYSTOSCOPY/URETHRA SURGERY
52281,CPT?-Procedure-Code,CYSTOSCOPY/TREATMENT OF STRICTURE
52287,CPT?-Procedure-Code,CYSTOSCOPY CHEMODENERVATION
52310,CPT?-Procedure-Code,CYSTOSCOPY/REMOVE OBJECT SIMPLE
52315,CPT?-Procedure-Code,CYSTOSCOPY/REMOVE OBJECT COMPLIC
52317,CPT?-Procedure-Code,REMOVE SMALL BLADDER STONE SIMPLE
52318,CPT?-Procedure-Code,REMOVE LARGE BLADDER STONE COMPLIC
52320,CPT?-Procedure-Code,CYSTOSCOPY/STONE REMOVAL
52325,CPT?-Procedure-Code,CYSTOSCOPY/STONE FRAGMENTATION
52330,CPT?-Procedure-Code,CYSTOSCOPY/MANIPULATION
52332,CPT?-Procedure-Code,CYSTOSCOPY/INSERTION OF STENT
52341,CPT?-Procedure-Code,CYSTURTHSCPY W/TX URETERAL STRICT
52344,CPT?-Procedure-Code,CYSTURTHSCPY W/URTRSCPY W/TX UR STR
52351,CPT?-Procedure-Code,CYSTURTHSCPY DIAGNOSTIC
52352,CPT?-Procedure-Code,CYSTURTHSCPY W/REMV/MANIP CALCULUS
52353,CPT?-Procedure-Code,CYSTURTHSCPY W/LITHTRIPSY
52354,CPT?-Procedure-Code,CYSTURTHSCPY W/BX AND/OR FULGR LESN
52356,CPT?-Procedure-Code,CYSTO/URETERO W/LITHOTRIPSY
52400,CPT?-Procedure-Code,CYSTURTHSCPY W/INCSN PSTR URETH VLV
525,Revenue Code,RHC/FQHC/SNF/NONCOVERED
52500,CPT?-Procedure-Code,REVISION OF BLADDER NECK
526,Revenue Code,FR/STD URGENT CLINIC
52601,CPT?-Procedure-Code,REMOVAL OF PROSTATE (TURP)
52630,CPT?-Procedure-Code,REMOVE PROSTATE TISSUE REGROWTH
52648,CPT?-Procedure-Code,PROSTATE LASER SURGERY CONTACT
529,Revenue Code,OTHER FR/STD CLINIC
532,UNKNOWN Code,UNKNOWN Code
53230,CPT?-Procedure-Code,REMOVAL OF URETHRA LESION FEMALE
53440,CPT?-Procedure-Code,CORRECT BLADDER FUNCTION MALE
53600,CPT?-Procedure-Code,DILATE MALE URETHRA STRICTURE
53601,CPT?-Procedure-Code,RE-DILATE MALE URETHRA STRICTURE
53620,CPT?-Procedure-Code,DILATE MALE URETHRA STRICTURE
53661,CPT?-Procedure-Code,RE-DILATE FEMALE URETHRA
53850,CPT?-Procedure-Code,DSTRY PROSTATE TIS MICROWV THRMGRPH
540,Revenue Code,AMBULANCE
54056,CPT?-Procedure-Code,CRYOSURGERY PENIS LESION(S)
54060,CPT?-Procedure-Code,REMOVAL OF PENIS LESION(S)
54100,CPT?-Procedure-Code,BIOPSY OF PENIS
54150,CPT?-Procedure-Code,CIRCUMCISION NEWBORN
54161,CPT?-Procedure-Code,CIRCUMCISION SURGICAL NOT NEWBORN
542,Revenue Code,AMBUL/MED TRANS
54200,CPT?-Procedure-Code,INJECTION TREATMENT OF PENIS LESION
54220,CPT?-Procedure-Code,IRRIGATION TREATMENT PENIS LESION
54230,CPT?-Procedure-Code,INJECTION FOR PENIS X-RAY
54235,CPT?-Procedure-Code,INJECTION OF PENIS
543,Revenue Code,AMBUL/HEARTMOBL
544,Revenue Code,AMBUL/OXY
54401,CPT?-Procedure-Code,INSERT SELF-CONTD PROSTHESIS PENIS
54405,CPT?-Procedure-Code,INSRT MLT-CMP INFLTBL PRSTH PENIS
54408,CPT?-Procedure-Code,RPR MLT-CMP PROSTHESIS PENIS
54411,CPT?-Procedure-Code,RMV/RPLC MLT-CMP PRSTH PENIS W/INFT
54415,CPT?-Procedure-Code,REMOVE PENILE PRSTH W/O REPLACEMENT
54416,CPT?-Procedure-Code,REMOVE/REPLACE PENILE PROSTHESIS
54430,CPT?-Procedure-Code,REVISION OF PENIS W/VEIN SHUNT
54520,CPT?-Procedure-Code,REMOVAL OF TESTIS SIMPLE
54530,CPT?-Procedure-Code,RADICAL REMOVAL OF TESTIS/TUMOR
54640,CPT?-Procedure-Code,ORCHIOPEXY INGUINAL APPROACH
54700,CPT?-Procedure-Code,DRAINAGE OF SCROTUM
54840,CPT?-Procedure-Code,REMOVAL OF SPERMATOCELE
54865,CPT?-Procedure-Code,EXPLORE EPIDIDYMIS
549,Revenue Code,OTHER AMBULANCE
550,Revenue Code,SKILLED NURSING
55040,CPT?-Procedure-Code,REMOVAL OF HYDROCELE UNILATERAL
55060,CPT?-Procedure-Code,REPAIR OF HYDROCELE
551,Revenue Code,SKILLED NURS/VISIT
55100,CPT?-Procedure-Code,DRAINAGE OF SCROTUM ABSCESS
55110,CPT?-Procedure-Code,EXPLORATION OF SCROTUM
55150,CPT?-Procedure-Code,REMOVAL OF SCROTUM
552,Revenue Code,SKILLED NURS/HOUR
55250,CPT?-Procedure-Code,VASECTOMY
554,UNKNOWN Code,UNKNOWN Code
55500,CPT?-Procedure-Code,REMOVAL OF HYDROCELE
55520,CPT?-Procedure-Code,REMOVAL OF SPERM CORD LESION
55700,CPT?-Procedure-Code,NEEDLE/PUNCH BIOPSY OF PROSTATE
55866,CPT?-Procedure-Code,LAPARO RADICAL PROSTATECTOMY
55875,CPT?-Procedure-Code,TRANSPERI NEEDLE PLACE PROS
55876,CPT?-Procedure-Code,PLACE RT DEVICE/MARKER PROS
55899,CPT?-Procedure-Code,GENITAL SURGERY PROCEDURE NEC
559,Revenue Code,SKILLED NURS/OTHER
560,Revenue Code,MED SOCIAL SVS
561,Revenue Code,MED SOC SERVS/VISIT
564,UNKNOWN Code,UNKNOWN Code
56405,CPT?-Procedure-Code,DRAINAGE OF VULVA/PERINEUM ABSCESS
56501,CPT?-Procedure-Code,DESTRUCTION VULVA LESION(S) SIMPLE
56605,CPT?-Procedure-Code,BIOPSY OF VULVA/PERINEUM 1 LESION
56606,CPT?-Procedure-Code,BIOPSY VULVA/PERINEUM EA ADDL LES
56810,CPT?-Procedure-Code,REPAIR/REVISION OF PERINEUM
56820,CPT?-Procedure-Code,EXAM OF VULVA W/SCOPE
56821,CPT?-Procedure-Code,EXAM/BIOPSY OF VULVA W/SCOPE
57061,CPT?-Procedure-Code,DESTRUCTION VAGINA LESION SIMPLE
57065,CPT?-Procedure-Code,DESTRUCTION VAGINA LSN EXTENSIVE
571,Revenue Code,AID/HOME HLTH/VISIT
57156,CPT?-Procedure-Code,INS VAG BRACHYTX DEVICE
57160,CPT?-Procedure-Code,FIT/INSRT PESSARY/OTH SUPPORT DEV
572,Revenue Code,AID/HOME HLTH/HOUR
57240,CPT?-Procedure-Code,REPAIR BLADDER & VAGINA CYSTOCELE
57260,CPT?-Procedure-Code,REPAIR OF VAGINA
57265,CPT?-Procedure-Code,EXTENSIVE REPAIR OF VAGINA
57267,CPT?-Procedure-Code,INSERT MESH/PELVIC FLOOR ADD-ON
57280,CPT?-Procedure-Code,SUSPENSION OF VAGINA
57282,CPT?-Procedure-Code,REPAIR OF VAGINAL PROLAPSE
57283,CPT?-Procedure-Code,COLPOPEXY INTRAPERITONEAL
57285,CPT?-Procedure-Code,REPAIR PARAVAG DEFECT VAG
57287,CPT?-Procedure-Code,REMV/REV SLING STRESS INCONTINENCE
57288,CPT?-Procedure-Code,REPAIR BLADDER DEFECT
57410,CPT?-Procedure-Code,PELVIC EXAMINATION W/ANESTHESIA
57421,CPT?-Procedure-Code,EXAM/BIOPSY OF VAG W/SCOPE
57423,CPT?-Procedure-Code,REPAIR PARAVAG DEFECT LAP
57425,CPT?-Procedure-Code,LAPAROSCOPY SURG COLPOPEXY
57452,CPT?-Procedure-Code,VAGINOSCOPY
57454,CPT?-Procedure-Code,VAGINOSCOPY W/CERVICAL BIOPSY
57455,CPT?-Procedure-Code,BIOPSY OF CERVIX W/SCOPE
57456,CPT?-Procedure-Code,ENDOCERV CURETTAGE W/SCOPE
57461,CPT?-Procedure-Code,CONZ OF CERVIX W/SCOPE LEEP
57500,CPT?-Procedure-Code,BIOPSY/REMOVAL OF CERVIX LESION
57505,CPT?-Procedure-Code,SCRAPING OF CERVICAL CANAL LINING
57510,CPT?-Procedure-Code,CAUTERY CERVIX ELECTRO OR THERMAL
57520,CPT?-Procedure-Code,REMOVAL OF CERVIX CONE
57522,CPT?-Procedure-Code,REMOVE CERVIX CONE W/LOOP ELECTRODE
57550,CPT?-Procedure-Code,REMOVAL OF CERVIX STUMP
580,Revenue Code,VISIT/HOME HEALTH
581,Revenue Code,VISIT/HOME HLTH/VISIT
58100,CPT?-Procedure-Code,BIOPSY OF UTERUS LINING
58120,CPT?-Procedure-Code,DILATION AND CURETTAGE (D&C)
58140,CPT?-Procedure-Code,RMV LEIOMYOMATA UTERUS ABDM APRCH
58146,CPT?-Procedure-Code,MYOMECTOMY ABDOM COMPLEX
58150,CPT?-Procedure-Code,TOTAL HYSTERECTOMY
58180,CPT?-Procedure-Code,PARTIAL HYSTERECTOMY
58200,CPT?-Procedure-Code,TOTAL HYSTERECTOMY
58210,CPT?-Procedure-Code,RADICAL HYSTERECTOMY
58260,CPT?-Procedure-Code,VAGINAL HYSTERECTOMY
58262,CPT?-Procedure-Code,VAGINAL HYSTERECTOMY W/TUBE/OVARY
583,Revenue Code,HH-OTH VIS/ASSESS
58300,CPT?-Procedure-Code,INSERT INTRAUTERINE DEVICE (IUD)
58301,CPT?-Procedure-Code,REMOVE INTRAUTERINE DEVICE (IUD)
58322,CPT?-Procedure-Code,ARTIFICIAL INSEMINATION
58340,CPT?-Procedure-Code,CATH/INTRO FOR UTERUS/OVIDUCT X-RAY
58350,CPT?-Procedure-Code,CHROMOTUBATION OF OVIDUCT
58353,CPT?-Procedure-Code,ENDOMETRL ABLTN THERMAL W/O GUIDE
58542,CPT?-Procedure-Code,LSH W/T/O UT 250 G OR LESS
58543,CPT?-Procedure-Code,LSH UTERUS ABOVE 250 G
58545,CPT?-Procedure-Code,LAPAROSCOPIC MYOMECTOMY
58548,CPT?-Procedure-Code,LAP RADICAL HYST
58550,CPT?-Procedure-Code,LAPRSCPY W/VAG HYSTERECTOMY
58552,CPT?-Procedure-Code,LAPARO-VAG HYST INCL T/O
58555,CPT?-Procedure-Code,HYSTEROSCOPY DIAGNOSTIC
58558,CPT?-Procedure-Code,HYSTRSCPY W/BX ENDOM AND/OR PLYPTMY
58561,CPT?-Procedure-Code,HYSTRSCPY W/REMOVAL LEIOMYOMATA
58563,CPT?-Procedure-Code,HYSTRSCPY W/ENDOMETRIAL ABLATION
58565,CPT?-Procedure-Code,HYSTEROSCOPY STERILIZATION
58570,CPT?-Procedure-Code,TLH UTERUS 250 G OR LESS
58571,CPT?-Procedure-Code,TLH W/T/O 250 G OR LESS
58572,CPT?-Procedure-Code,TLH UTERUS OVER 250 G
58573,CPT?-Procedure-Code,TLH W/T/O UTERUS OVER 250 G
58605,CPT?-Procedure-Code,LIGATE/CUT OVIDUCT(S) POSTPARTUM
58611,CPT?-Procedure-Code,LIGATE/CUT OVIDUCT AT OTH SURGERY
58660,CPT?-Procedure-Code,LAPRSCPY W/LYSIS OF ADHESIONS
58661,CPT?-Procedure-Code,LAPRSCPY W/REMOV ADNEXAL STRUCTURES
58662,CPT?-Procedure-Code,LAPRSCPY W/FULGUR-EXCIS LESIONS
58670,CPT?-Procedure-Code,LAPRSCPY W/FULGUR OF OVIDUCTS
58671,CPT?-Procedure-Code,LAPRSCPY W/OCCLUSION OF OVIDUCTS
58720,CPT?-Procedure-Code,REMOVAL OF OVARY/OVIDUCT(S)
58825,CPT?-Procedure-Code,TRANSPOSITION OF OVARY(S)
58940,CPT?-Procedure-Code,REMOVAL OF OVARY(S)
58943,CPT?-Procedure-Code,REMOVAL OF OVARY(S) FOR TUMOR
58950,CPT?-Procedure-Code,REMOVAL OF OVARIAN TUMOR
58952,CPT?-Procedure-Code,REMOVE OVARIAN TUMOR W/DISSECTION
58974,CPT?-Procedure-Code,TRANSFER OF EMBRYO
59000,CPT?-Procedure-Code,AMNIOCENTESIS DIAGNOSTIC
59020,CPT?-Procedure-Code,FETAL CONTRACTION STRESS TEST
59025,CPT?-Procedure-Code,FETAL NON-STRESS TEST
59050,CPT?-Procedure-Code,FETAL MONITOR SUPERVISE/REPORT
59160,CPT?-Procedure-Code,D&C AFTER DELIVERY
59320,CPT?-Procedure-Code,REVISION OF CERVIX DURING PREGNANCY
59400,CPT?-Procedure-Code,ROUTINE OBSTETRIC CARE
59409,CPT?-Procedure-Code,VAGINAL DELIVERY ONLY
59410,CPT?-Procedure-Code,VAGINAL DELIVERY & POSTPARTUM CARE
59425,CPT?-Procedure-Code,ANTEPARTUM CARE ONLY 4-6 VISITS
59426,CPT?-Procedure-Code,ANTEPARTUM CARE ONLY 7+ VISITS
59430,CPT?-Procedure-Code,CARE AFTER DELIVERY
59510,CPT?-Procedure-Code,ROUTINE CARE AND CESAREAN DELIVERY
59514,CPT?-Procedure-Code,CESAREAN DELIVERY ONLY
59515,CPT?-Procedure-Code,CESAREAN DELIVERY ONLY W/POSTPARTUM
59614,CPT?-Procedure-Code,VBAC DELIVERY W/POSTPARTUM CARE
59618,CPT?-Procedure-Code,ATTEMPTED VBAC DEL ROUTINE OBSTET
59812,CPT?-Procedure-Code,TREATMENT OF INCOMPLETE ABORTION
59820,CPT?-Procedure-Code,TREAT MISSED ABORTION 1ST TRIMEST
59821,CPT?-Procedure-Code,TREAT MISSED ABORTION 2ND TRIMEST
59840,CPT?-Procedure-Code,ABORTION INDUCED BY D&C
59899,CPT?-Procedure-Code,MATERNITY CARE PROCEDURE NEC
5AHK1,UNKNOWN Code,UNKNOWN Code
601,Revenue Code,O2/STAT EQUIP/SUPPL/CONT
60100,CPT?-Procedure-Code,NEEDLE BIOPSY OF THYROID GLAND
60200,CPT?-Procedure-Code,REMOVAL OF THYROID LESION
60210,CPT?-Procedure-Code,PARTIAL REMOVAL OF THYROID LOBE
60220,CPT?-Procedure-Code,REMOVAL OF THYROID LOBE TOTAL
60240,CPT?-Procedure-Code,REMOVAL OF THYROID GLAND
60252,CPT?-Procedure-Code,REMOVAL OF THYROID FOR TUMOR
60260,CPT?-Procedure-Code,FOLLOWUP THYROID SURGERY
60300,CPT?-Procedure-Code,ASPIR/INJ THYROID CYST
6030F,CPT?-Procedure-Code,MAX STERILE BARRIERS FOLLW
6045F,CPT?-Procedure-Code,PAT INFO ENTERED RECALL SYSTEM
60500,CPT?-Procedure-Code,EXPLORE PARATHYROID GLANDS
60502,CPT?-Procedure-Code,RE-EXPLORE PARATHYROIDS
610,Revenue Code,MRI
61070,CPT?-Procedure-Code,BRAIN CANAL SHUNT FOR DRAIN/INJECT
611,Revenue Code,MRI - BRAIN
61107,CPT?-Procedure-Code,DRILL SKULL FOR IMPLANT OF DEVICE
61154,CPT?-Procedure-Code,PIERCE SKULL TO REMOVE HEMATOMA
612,Revenue Code,MRI - SPINE
61210,CPT?-Procedure-Code,PIERCE SKULL TO IMPLANT DEVICE
61312,CPT?-Procedure-Code,OPEN SKULL FOR REMOVAL OF HEMATOMA
61314,CPT?-Procedure-Code,OPEN SKULL FOR REMOVAL OF HEMATOMA
614,Revenue Code,MRI-OTHER
615,Revenue Code,MRA-HEAD AND NECK
61510,CPT?-Procedure-Code,REMOVE SUPRATENTORIAL BRAIN TUMOR
61512,CPT?-Procedure-Code,REMOVAL OF BRAIN LINING TUMOR
61519,CPT?-Procedure-Code,REMOVAL OF BRAIN LINING TUMOR
61548,CPT?-Procedure-Code,REMOVAL OF PITUITARY GLAND OR TUMOR
