"CSV Output"
"DX_CD","diag_description",
"3535","3535 - AMYOTROPHY NEURALGIC",
"3536","3536 - PHANTOM LIMB (SYNDROME)",
"3538","3538 - DISORDER NERVE ROOT/PLEXUS NEC",
"3539","3539 - DISORDER NERVE ROOT/PLEXUS NOS",
"3540","3540 - SYNDROME CARPAL TUNNEL",
"3541","3541 - LESION MEDIAN NERVE NEC",
"3542","3542 - LESION ULNAR NERVE",
"3543","3543 - LESION RADIAL NERVE",
"3544","3544 - CAUSALGIA UPPER LIMB",
"3545","3545 - MONONEURITIS MULTIPLEX",
"3548","3548 - MONONEURITIS UPPER LIMB NEC",
"3549","3549 - MONONEURITIS UPPER LIMB NOS",
"3550","3550 - LESION SCIATIC NERVE",
"3551","3551 - MERALGIA PARESTHETICA",
"3552","3552 - LESION FEMORAL NERVE NEC",
"3553","3553 - LESION LATERAL POPLITEAL NERVE",
"3555","3555 - SYNDROME TARSAL TUNNEL",
"3556","3556 - LESION PLANTAR NERVE",
"35571","35571 - CAUSALGIA LOWER LIMB",
"35579","35579 - MONONEURITIS LOWER LIMB NEC",
"3558","3558 - MONONEURITIS LOWER LIMB NOS",
"3559","3559 - MONONEURITIS NOS",
"3560","3560 - NEUROPATHY HEREDITARY PERIPHERAL",
"3561","3561 - ATROPHY PERONEAL MUSCULAR",
"3562","3562 - NEUROPATHY HEREDITARY SENSORY",
"3564","3564 - POLYNEUROPATHY PRGRSV IDIOPATHIC",
"3568","3568 - NEUROPATHY IDIOPATHIC PRIPH NEC",
"3569","3569 - NEUROPATHY IDIOPATHIC PRIPH NOS",
"3570","3570 - POLYNEURITIS ACUTE INFECTIVE",
"3571","3571 - NEUROPATHY IN COLLAGEN VASCULAR DIS",
"3572","3572 - POLYNEUROPATHY IN DIABETES",
"3574","3574 - POLYNEUROPATHY IN OTHER DISEASE CE",
"3575","3575 - POLYNEUROPATHY ALCOHOLIC",
"3576","3576 - POLYNEUROPATHY DUE TO DRUGS",
"3577","3577 - POLYNEUROPATHY D/T TOXIC AGENTS NEC",
"35781","35781 - CHRONIC IMFL DEMY POLYNEURITIS",
"35782","35782 - CRIT ILLNESS POLYNEUROPATH",
"35789","35789 - OTHER INFLAM TOX NEUROPATHY",
"3579","3579 - NEUROPATHY INFLAMMATORY/TOXIC NOS",
"35800","35800 - MYASTHENIA GRAVIS W O EXACER",
"35801","35801 - MYASTHENIA GRAVIS W EXACER",
"3581","3581 - SYNDROMES MYASTHENIA IN DISEASE CE",
"35831","35831 - LAMBERT-EATON SYNDROME IN NEOPLASTI",
"3588","3588 - DISORDER MYONEURAL NEC",
"3589","3589 - DISORDER MYONEURAL NOS",
"3591","3591 - DYSTROPHY HEREDITARY PRGRSV MUSCLR",
"35921","35921 - MYOTONIC MUSCULAR DYSTROPH",
"3594","3594 - MYOPATHY TOXIC",
"3596","3596 - MYOPATHY INFLM IN OTH DISEASE CE",
"35971","35971 - INCLUSION BODY MYOSITIS",
"35989","35989 - OTHER MYOPATHIES",
"3599","3599 - MYOPATHY NOS",
"36000","36000 - ENDOPHTHALMITIS PURULENT NOS",
"36002","36002 - PANOPHTHALMITIS",
"3602","3602 - DISORDERS DEGENERATIVE OF GLOBE",
"36021","36021 - MYOPIA PROGRESSIVE HIGH",
"36050","36050 - FB OLD INTRAOCULAR MAGNETIC NOS",
"36060","36060 - FB OLD INTRAOC NOS NONMAGNETIC",
"36089","36089 - DISORDER GLOBE NEC",
"3609","3609 - DISORDER GLOBE NOS",
"36100","36100 - DETACHMENT RTNL W/RTNL DEFECT NOS",
"36101","36101 - DETACHMENT RTNL PRT W/SINGLE DEFECT",
"36102","36102 - DETACHMENT RTNL PRT W/MLT DEFECTS",
"36105","36105 - DTCHMT RTNL RECENT TOTAL/SUBTOTAL",
"36106","36106 - DETACHMENT OLD RETINAL PARTIAL",
"36107","36107 - DETACHMENT OLD RTNL TOTAL/SUBTOTAL",
"36110","36110 - RETINOSCHISIS NOS",
"36111","36111 - RETINOSCHISIS FLAT",
"36112","36112 - RETINOSCHISIS BULLOUS",
"36130","36130 - DEFECT RETINAL NOS",
"36131","36131 - ROUND HOLE OF RETINA W/O DETACHMENT",
"36132","36132 - TEAR HORSESHOE RETINA W/O DTCHMT",
"36133","36133 - DEFECTS RETINA MULTIPLE",
"36181","36181 - DETACHMENT TRACTION OF RETINA",
"36189","36189 - DETACHMENT RETINAL NEC",
"3619","3619 - DETACHMENT RETINAL NOS",
"3620","3620 - RETINOPATHY DIABETIC",
"36201","36201 - RETINOPATHY DIABETIC BACKGROUND",
"36202","36202 - RETINOPATHY DIABETIC PROLIFERATIVE",
"36203","36203 - NONPROLIF DIABETIC RETINOPATH NOS",
"36204","36204 - MILD NONPROLIF DIABETIC RETINOPATH",
"36205","36205 - MOD NONPROLIF DIABETIC RETINOPATHY",
"36206","36206 - SEV NONPROLIF DIABETIC RETINOPATHY",
"36207","36207 - DIABETIC MACULAR EDEMA",
"3621","3621 - RETINOPATHY OTHER BACKGROUND",
"36210","36210 - RETINOPATHY BACKGROUND NOS",
"36211","36211 - RETINOPATHY HYPERTENSIVE",
"36212","36212 - RETINOPATHY EXUDATIVE",
"36213","36213 - CHANGES RTNL VASCULAR APPEARANCE",
"36214","36214 - MICROANEURYSMS RETINAL NOS",
"36215","36215 - TELANGIECTASIA RETINAL",
"36216","36216 - NEOVASCULARIZATION RETINAL NOS",
"36217","36217 - VARICES RETINAL",
"36218","36218 - VASCULITIS RETINITIS",
"36221","36221 - FIBROPLASIA RETROLENTAL",
"36223","36223 - RETINOPATHY PREMATURITY STAGE",
"36229","36229 - RETINOPATHY PROLIFERATIVE NEC",
"36230","36230 - OCCLUSION RETINAL VASCULAR NOS",
"36231","36231 - OCCLUSION CENTRAL RETINAL ARTERY",
"36232","36232 - OCCLUSION ARTERIAL BRANCH RETINAL",
"36233","36233 - OCCLUSION PARTIAL ARTERIAL RTNL",
"36234","36234 - OCCLUSION TRANSIENT ARTERIAL RTNL",
"36235","36235 - OCCLUSION CENTRAL RETINAL VEIN",
"36236","36236 - OCCLUSION VENOUS TRIBUTARY RTNL",
"36237","36237 - ENGORGEMENT VENOUS RETINA",
"36241","36241 - RETINOPATHY CENTRAL SEROUS",
"36242","36242 - DTCHMT SEROUS RTNL PIGMENT EPITH",
"36243","36243 - DTCHMT HEM RTNL PIGMENT EPITH",
"3625","3625 - DEGENERATION MACULA/POSTERIOR POLE",
"36250","36250 - DEGENERATION MACULAR NOS",
"36251","36251 - DGNRATN NONEXUDATIVE SENILE MACULAR",
"36252","36252 - DGNRATN EXUDATIVE SENILE MACULAR",
"36253","36253 - DEGENERATION CYSTOID MACULAR",
"36254","36254 - CYST HOLE OR PSEUDOHOLE MACULAR",
"36255","36255 - MACULOPATHY TOXIC",
"36256","36256 - PUCKERING MACULAR",
"36257","36257 - DRUSEN (DEGENERATIVE)",
"36260","36260 - DEGENERATION PERIPHERAL RETINAL NOS",
"36261","36261 - DEGENERATION PAVING STONE RETINA",
"36262","36262 - DEGENERATION MICROCYSTOID RETINA",
"36263","36263 - DEGENERATION LATTICE RETINA",
"36264","36264 - DEGENERATION SENILE RETICULAR",
"36265","36265 - DGNRATION SECONDARY PIGMENT RETINA",
"36266","36266 - DGNRATION SECONDARY VITREORETINAL",
"36270","36270 - DYSTROPHY HEREDITARY RETINAL NOS",
"36271","36271 - DYSTROPHY RTNL SYSTEMIC LIPIDOSES",
"36274","36274 - DYSTROPHY PIGMENTARY RETINAL",
"36275","36275 - DYSTROPHY SENSORY RETINAL",
"36276","36276 - DYSTROPHY VITELLIFORM",
"36277","36277 - DYSTROPHY BRUCHS MEMBRANE",
"3628","3628 - DISORDERS OTHER RETINAL",
"36281","36281 - HEMORRHAGE RETINAL",
"36282","36282 - EXUDATES/DEPOSITS RETINAL",
"36283","36283 - EDEMA RETINAL",
"36284","36284 - ISCHEMIA RETINAL",
"36285","36285 - DEFECT RETINAL NERVE FIBER",
"36289","36289 - DISORDER RETINAL NEC",
"3629","3629 - DISORDER RETINAL NOS",
"36308","36308 - RETINITIS FOCAL PERIPHERAL",
"36312","36312 - CHOROIDITIS DISSEMINATED PRIPH",
"36313","36313 - CHOROIDITIS DISSEMINATED GENERAL",
"36315","36315 - RETINITIS DISEM PIGMENT EPITH",
"36320","36320 - CHORIORETINITIS NOS",
"36330","36330 - SCAR CHORIORETINAL NOS",
"36332","36332 - SCARS MACULAR NEC",
"36334","36334 - SCARS PERIPHERAL CHORIORETINAL",
"36340","36340 - DEGENERATION CHOROIDAL NOS",
"36351","36351 - DYSTRO CIRCUMPAP CHOROIDAL PRT",
"3638","3638 - DISORDERS CHOROIDAL NEC",
"36400","36400 - IRIDOCYCLITIS ACUTE NOS",
"36401","36401 - IRIDOCYCLITIS PRIMARY",
"36402","36402 - IRIDOCYCLITIS RECURRENT",
"36404","36404 - IRIDOCYCLITIS SECONDARY NONINFCT",
"36410","36410 - IRIDOCYCLITIS CHRONIC NOS",
"36421","36421 - FUCHS HETEROCHROMIC CYCLITIS",
"3643","3643 - IRIDOCYCLITIS NOS",
"36441","36441 - HYPHEMA",
"36442","36442 - RUBEOSIS IRIDIS",
"36451","36451 - ATROPHY PROGRESSIVE IRIS",
"36453","36453 - DEGENERATION PIGMENTARY IRIS",
"36455","36455 - CYSTS MIOTIC PUPILLARY MARGIN",
"36463","36463 - CYST PRIMARY PARS PLANA",
"36471","36471 - SYNECHIAE POSTERIOR",
"36472","36472 - SYNECHIAE ANTERIOR",
"36473","36473 - GONIOSYNECHIAE",
"36475","36475 - ABNORMALITY PUPILLARY",
"36481","36481 - FLOPPY IRIS SYNDROM",
"36482","36482 - PLATEAU IRIS SYNDROM",
"3649","3649 - DISORDER IRIS/CILIARY BODY NOS",
"36500","36500 - PREGLAUCOMA NOS",
"36501","36501 - GLAUCOMA OPEN-ANGLE W/BRDRLN FNDG",
"36502","36502 - GLAUCOMA ANATOMICAL NARROW ANGLE",
"36503","36503 - GLAUCOMA STEROID RESPONDERS",
"36504","36504 - GLAUCOMA OCULAR HYPERTENSION",
"36505","36505 - OPEN ANGLE WITH BORDERLINE FINDINGS",
"36506","36506 - PRIMARY ANGLE CLOSURE WITHOUT GLAUC",
"36510","36510 - GLAUCOMA OPEN-ANGLE NOS",
"36511","36511 - GLAUCOMA PRIMARY OPEN-ANGLE",
"36512","36512 - GLAUCOMA LOW TENSION",
"36513","36513 - GLAUCOMA PIGMENTARY",
"36520","36520 - GLAUCOMA PRIMARY ANGLE-CLOSURE NOS",
"36521","36521 - GLAUCOMA INTERMITTENT ANGLE-CLOSURE",
"36522","36522 - GLAUCOMA ACUTE ANGLE-CLOSURE",
"36523","36523 - GLAUCOMA CHRONIC ANGLE-CLOSURE",
"36531","36531 - GLAUCOMA STER-IND GLAUCOMATOUS",
"36542","36542 - GLAUCOMA W/IRIS ANOMALY",
"36551","36551 - GLAUCOMA PHACOLYTIC",
"36552","36552 - GLAUCOMA PSEUDOEXFOLIATION",
"36559","36559 - GLAUCOMA W/LENS DISORDER NEC",
"36560","36560 - GLAUCOMA W/OCULAR DISORDER NOS",
"36562","36562 - GLAUCOMA W/OCULAR INFLAMMATION",
"36563","36563 - GLAUCOMA W/VASCULAR DISORDER",
"36565","36565 - GLAUCOMA W/OCULAR TRAUMA",
"36570","36570 - GLAUCOMA STAGE UNSPECIFIED",
"36571","36571 - MILD STAGE GLAUCOMA",
"36572","36572 - MODERATE STAGE GLAUCOMA",
"36573","36573 - SEVERE STAGE GLAUCOMA",
"36574","36574 - INDETERMINATE STAGE GLAUCOMA",
"36583","36583 - AQUEOUS MISDIRECTION",
"36589","36589 - GLAUCOMA NEC",
"3659","3659 - GLAUCOMA NOS",
"36600","36600 - CATARACT NONSENILE NOS",
"36601","36601 - CATARACT ANTR SUBCAPSULAR POLAR",
"36602","36602 - CATARACT PSTR SUBCAPSULAR POLAR",
"36603","36603 - CATARACT CORTICAL",
"36604","36604 - CATARACT NUCLEAR",
"36609","36609 - CATARACT NONSENILE NEC",
"36610","36610 - CATARACT SENILE NOS",
"36611","36611 - PSEUDOEXFOLIATION LENS CAPSULE",
"36612","36612 - CATARACT INCIPIENT",
"36613","36613 - CATARACT ANTERIOR SUBCAPSULAR",
"36614","36614 - CATARACT POSTERIOR SUBCAPSULAR",
"36615","36615 - CATARACT CORTICAL SENILE",
"36616","36616 - CATARACT SENILE NUCLEAR",
"36617","36617 - CATARACT MATURE",
"36619","36619 - CATARACT SENILE NEC",
"36621","36621 - OPACITY LOCALIZED TRAUMATIC",
"36630","36630 - CATARACTS COMPLICATA NOS",
"36641","36641 - CATARACT DIABETIC",
"36644","36644 - CATARACT ASSOCIATED W/SYNDROME NEC",
"3665","3665 - AFTER-CATARACT",
"36650","36650 - AFTER-CATARACT NOS",
"36652","36652 - AFTER-CATARACT NEC",
"36653","36653 - AFTER-CATARACT OBSCURING VISION",
"3668","3668 - CATARACT NEC",
"3669","3669 - CATARACT NOS",
"367","367 - DISORDER REFRACTION/ACCOMMODATION",
"3670","3670 - HYPERMETROPIA",
"3671","3671 - MYOPIA",
"3672","3672 - ASTIGMATISM",
"36720","36720 - ASTIGMATISM NOS",
"36721","36721 - ASTIGMATISM REGULAR",
"36722","36722 - ASTIGMATISM IRREGULAR",
"36731","36731 - ANISOMETROPIA",
"3674","3674 - PRESBYOPIA",
"36781","36781 - CHANGE TRANSIENT REFRACTIVE",
"36789","36789 - DISORDER REFRACTION NEC",
"3679","3679 - DISORDER REFRACTION NOS",
"36800","36800 - AMBLYOPIA NOS",
"36801","36801 - AMBLYOPIA STRABISMIC",
"36802","36802 - AMBLYOPIA DEPRIVATION",
"36803","36803 - AMBLYOPIA REFRACTIVE",
"36810","36810 - DISTURBANCE SUBJECTIVE VISUAL NOS",
"36811","36811 - LOSS SUDDEN VISUAL",
"36812","36812 - LOSS TRANSIENT VISUAL",
"36813","36813 - DISCOMFORT VISUAL",
"36814","36814 - DISTORTION VISUAL SHAPE/SIZE",
"36815","36815 - DISTORTION VISUAL NEC",
"36816","36816 - DISTURBANCE PSYCHOPHYSICAL VISUAL",
"3682","3682 - DIPLOPIA",
"36830","36830 - DISORDER BINOCULAR VISION NOS",
"36831","36831 - SUPPRESSION BINOCULAR VISION",
"36840","36840 - DEFECT VISUAL FIELD NOS",
"36841","36841 - SCOTOMA CENTRAL",
"36842","36842 - SCOTOMA BLIND SPOT",
"36843","36843 - DEFECT SECTOR OR ARCUATE",
"36844","36844 - DEFECT VISUAL FIELD NEC",
"36845","36845 - CONTRACTION GENERALIZED VISUAL",
"36846","36846 - HEMIANOPSIA HOMONYMOUS",
"36847","36847 - HEMIANOPSIA HETERONYMOUS",
"36860","36860 - NIGHT BLINDNESS NOS",
"36869","36869 - NIGHT BLINDNESS NEC",
"3688","3688 - DISTURBANCE VISUAL NEC",
"3689","3689 - DISTURBANCE VISUAL NOS",
"36900","36900 - IMPAIRMENT BOTH EYES NOS/WHO DEFIN",
"36904","36904 - IMPAIRMENT NEAR-TOTAL BOTH EYES",
"36908","36908 - IMPAIRMENT PROFOUND BOTH EYES",
"3691","3691 - IMPR ONE EYE MOD/SVR OTH PRFND",
"36910","36910 - IMPR ONE EYE MOD/SVR OTH PRFND NOS",
"36912","36912 - IMPAIRMENT ONE EYE SVR OTH TOTAL",
"36913","36913 - IMPAIRMENT ONE EYE SVR OTH NR-TOT",
"36920","36920 - IMPAIRMENT MOD/SVR BOTH EYES NOS",
"36922","36922 - IMPAIRMENT SEVERE BOTH EYES",
"36924","36924 - IMPAIRMENT ONE EYE MOD OTHER SVR",
"3693","3693 - LOSS UNQUALIFIED VISUAL BOTH EYES",
"3694","3694 - BLINDNESS LEGAL USA DEFINITION",
"36960","36960 - IMPAIRMENT PROFOUND ONE EYE",
"36961","36961 - IMPAIRMENT ONE EYE TOTAL OTH NOS",
"36965","36965 - IMPR ONE EYE NR-TOT OTH NEAR-NORMAL",
"36968","36968 - IMPR ONE EYE PRFND OTH NEAR-NORMAL",
"36970","36970 - IMPAIRMENT LOW VISION ONE EYE",
"36973","36973 - IMPAIRMENT ONE EYE SVR OTH NORMAL",
"36976","36976 - IMPAIRMENT ONE EYE MOD OTH NORMAL",
"3698","3698 - LOSS UNQUALIFIED VISUAL ONE EYE",
"3699","3699 - LOSS VISUAL NOS",
"37000","37000 - ULCER CORNEAL NOS",
"37001","37001 - ULCER MARGINAL CORNEAL",
"37003","37003 - ULCER CENTRAL CORNEAL",
"37020","37020 - KERATITIS SUPERFICIAL NOS",
"37021","37021 - KERATITIS PUNCTATE",
"37022","37022 - KERATITIS MACULAR",
"37023","37023 - KERATITIS FILAMENTARY",
"37031","37031 - KERATOCONJUNCTIVITIS PHLYCTENULAR",
"37033","37033 - KERATOCONJUNCTIVITIS SICCA",
"37034","37034 - KERATOCONJUNCTIVITIS EXPOSURE",
"37035","37035 - KERATOCONJUNCTIVITIS NEUROTROPHIC",
"37040","37040 - KERATOCONJUNCTIVITIS NOS",
"37049","37049 - KERATOCONJUNCTIVITIS NEC",
"37050","37050 - KERATITIS INTERSTITIAL NOS",
"37052","37052 - KERATITIS DIFFUSE INTERSTITIAL",
"37061","37061 - VASCULARIZATION LOCALIZED CORNEAL",
"37062","37062 - PANNUS CORNEAL",
"37063","37063 - VASCULARIZATION DEEP CORNEAL",
"3708","3708 - KERATITIS NEC",
"3709","3709 - KERATITIS NOS",
"37100","37100 - OPACITY CORNEAL NOS",
"37101","37101 - OPACITY MINOR CORNEA",
"37102","37102 - OPACITY PERIPHERAL CORNEA",
"37103","37103 - OPACITY CENTRAL CORNEA",
"37105","37105 - CORNEA PHTHISICAL",
"37110","37110 - DEPOSIT CORNEAL NOS",
"37113","37113 - PIGMENTATION POSTERIOR CORNEAL",
"37120","37120 - EDEMA CORNEAL NOS",
"37121","37121 - EDEMA IDIOPATHIC CORNEAL",
"37122","37122 - EDEMA SECONDARY CORNEAL",
"37124","37124 - EDEMA CORNEAL D/T CONTACT LENS",
"37140","37140 - DEGENERATION CORNEAL NOS",
"37141","37141 - CHANGES SENILE CORNEAL",
"37142","37142 - EROSION RECURRENT CORNEA",
"37143","37143 - KERATOPATHY BAND-SHAPED",
"37146","37146 - DEGENERATION NODULAR CORNEAL",
"37148","37148 - DEGENERATION PERIPHERAL CORNEAL",
"37150","37150 - DYSTROPHY CORNEAL NOS",
"37152","37152 - DYSTROPHY ANTERIOR CORNEAL NEC",
"37157","37157 - DYSTROPHY ENDOTHELIAL CORNEAL",
"37158","37158 - DYSTROPHY POSTERIOR CORNEAL NEC",
"37160","37160 - KERATOCONUS NOS",
"37161","37161 - KERATOCONUS STABLE",
"37170","37170 - DEFORMITY CORNEAL NOS",
"37182","37182 - DISORDER CORNEAL D/T CONTACT LENS",
"37189","37189 - DISORDER CORNEAL NEC",
"372","372 - DISORDERS CONJUNCTIVA",
"37200","37200 - CONJUNCTIVITIS ACUTE NOS",
"37201","37201 - CONJUNCTIVITIS SEROUS",
"37202","37202 - CONJUNCTIVITIS ACUTE FOLLICULAR",
"37203","37203 - CONJUNCTIVITIS MUCOPURULENT NEC",
"37205","37205 - CONJUNCTIVITIS ACUTE ATOPIC",
"37206","37206 - AC CHEM CONJUNCTIVITIS",
"37210","37210 - CONJUNCTIVITIS CHRONIC NOS",
"37211","37211 - CONJUNCTIVITIS SIMPLE CHRONIC",
"37212","37212 - CONJUNCTIVITIS CHRONIC FOLLICULAR",
"37213","37213 - CONJUNCTIVITIS VERNAL",
"37214","37214 - CONJUNCTIVITIS CHRONIC ALLERGIC NEC",
"37220","37220 - BLEPHAROCONJUNCTIVITIS NOS",
"37221","37221 - BLEPHAROCONJUNCTIVITIS ANGULAR",
"3723","3723 - CONJUNCTIVITIS OTHER/UNSPECIFIED",
"37230","37230 - CONJUNCTIVITIS NOS",
"37231","37231 - CONJUNCTIVITIS ROSACEA",
"37233","37233 - CONJUNCTIVITIS MUCOCUTAN DISEASE",
"37239","37239 - CONJUNCTIVITIS NEC",
"37240","37240 - PTERYGIUM NOS",
"37241","37241 - PTERYGIUM PERIPHERAL STATIONARY",
"37242","37242 - PTERYGIUM PERIPHERAL PROGRESSIVE",
"37245","37245 - PTERYGIUM RECURRENT",
"37251","37251 - PINGUECULA",
"37253","37253 - XEROSIS CONJUNCTIVAL",
"37254","37254 - CONCRETIONS CONJUNCTIVAL",
"37255","37255 - PIGMENTATIONS CONJUNCTIVAL",
"37256","37256 - DEPOSITS CONJUNCTIVAL",
"37264","37264 - SCARRING CONJUNCTIVA",
"37271","37271 - HYPEREMIA CONJUNCTIVA",
"37272","37272 - HEMORRHAGE CONJUNCTIVAL",
"37273","37273 - EDEMA CONJUNCTIVAL",
"37274","37274 - ABNORMALITY VASCULAR CONJUNCTIVA",
"37275","37275 - CYST CONJUNCTIVA",
"3728","3728 - DISORDER CONJUNCTIVAL NEC",
"37281","37281 - CONJUNCTIVOCHALASIS",
"3729","3729 - DEFORMITY CONJUNCTIVAL NOS",
"37300","37300 - BLEPHARITIS NOS",
"37301","37301 - BLEPHARITIS ULCERATIVE",
"37302","37302 - BLEPHARITIS SQUAMOUS",
"37311","37311 - HORDEOLUM EXTERNUM",
"37312","37312 - HORDEOLUM INTERNUM",
"37313","37313 - ABSCESS EYELID",
"3732","3732 - CHALAZION",
"37331","37331 - DERMATITIS ECZEMATOUS EYELID",
"37332","37332 - DERMATITIS CONTACT EYELID",
"3738","3738 - INFLAMMATION EYELID NEC",
"3739","3739 - INFLAMMATION EYELID NOS",
"37400","37400 - ENTROPION NOS",
"37401","37401 - ENTROPION SENILE",
"37404","37404 - ENTROPION CICATRICIAL",
"37405","37405 - TRICHIASIS W/O ENTROPION",
"37410","37410 - ECTROPION NOS",
"37411","37411 - ECTROPION SENILE",
"37412","37412 - ECTROPION MECHANICAL",
"37414","37414 - ECTROPION CICATRICIAL",
"37420","37420 - LAGOPHTHALMOS NOS",
"37430","37430 - PTOSIS EYELID NOS",
"37431","37431 - PTOSIS PARALYTIC",
"37432","37432 - PTOSIS MYOGENIC",
"37433","37433 - PTOSIS MECHANICAL",
"37434","37434 - BLEPHAROCHALASIS",
"37441","37441 - RETRACTION/LAG EYELID",
"37443","37443 - SYNDROME ABNORMAL INNERVATION",
"37451","37451 - XANTHELASMA",
"37452","37452 - HYPERPIGMENTATION EYELID",
"37455","37455 - HYPOTRICHOSIS EYELID",
"37482","37482 - EDEMA EYELID",
"37484","37484 - CYSTS EYELIDS",
"37487","37487 - DERMATOCHALASIS",
"37489","37489 - DISORDER EYELID NEC",
"3749","3749 - DISORDER EYELID NOS",
"37500","37500 - DACRYOADENITIS NOS",
"3751","3751 - DISORDERS LACRIMAL GLAND",
"37515","37515 - INSUFFICIENCY TEAR FILM NOS",
"37520","37520 - EPIPHORA NOS",
"37521","37521 - EPIPHORA D/T EXCESS LACRIMATION",
"37522","37522 - EPIPHORA D/T INSUFFICIENT DRAINAGE",
"37530","37530 - DACRYOCYSTITIS NOS",
"37531","37531 - CANALICULITIS ACUTE",
"37532","37532 - DACRYOCYSTITIS ACUTE",
"37542","37542 - DACRYOCYSTITIS CHRONIC",
"37551","37551 - EVERSION LACRIMAL PUNCTUM",
"37552","37552 - STENOSIS LACRIMAL PUNCTUM",
"37556","37556 - STENOSIS ACQUIRED NASOLACRIMAL DUCT",
"37581","37581 - GRANULOMA LACRIMAL PASSAGE",
"37600","37600 - INFLAMMATION ACUTE NOS ORBIT",
"37601","37601 - CELLULITIS ORBITAL",
"37611","37611 - GRANULOMA ORBITAL",
"37621","37621 - EXOPHTHALMOS THYROTOXIC",
"37630","37630 - EXOPHTHALMOS NOS",
"37632","37632 - HEMORRHAGE ORBITAL",
"37633","37633 - EDEMA ORBITAL",
"37647","37647 - DEFORMITY ORBIT D/T TRAUMA/SURGERY",
"37689","37689 - DISORDER ORBITAL NEC",
"3769","3769 - DISORDER ORBITAL NOS",
"37700","37700 - PAPILLEDEMA NOS",
"37701","37701 - PAPILLEDEMA W/INCR INTRCRAN PRES",
"37702","37702 - PAPILLEDEMA W/DCR OCULAR PRESSURE",
"37710","37710 - ATROPHY OPTIC NOS",
"37711","37711 - ATROPHY PRIMARY OPTIC",
"37714","37714 - CUPPING OPTIC DISC",
"37715","37715 - ATROPHY PARTIAL OPTIC",
"37721","37721 - DRUSEN OPTIC DISC",
"37723","37723 - COLOBOMA OPTIC DISC",
"37724","37724 - PSEUDOPAPILLEDEMA",
"37730","37730 - NEURITIS OPTIC NOS",
"37732","37732 - NEURITIS RETROBULBAR",
"37739","37739 - NEURITIS OPTIC NEC",
"37741","37741 - NEUROPATHY ISCHEMIC OPTIC",
"37749","37749 - DISORDER OPTIC NERVE NEC",
"37762","37762 - DSORD VISUAL PTHWY W/VASCULAR DSORD",
"37800","37800 - ESOTROPIA NOS",
"37801","37801 - ESOTROPIA MONOCULAR",
"37805","37805 - ESOTROPIA ALTERNATING",
"37810","37810 - EXOTROPIA NOS",
"37811","37811 - EXOTROPIA MONOCULAR",
"37815","37815 - EXOTROPIA ALTERNATING",
"37818","37818 - EXOTROPIA ALTRNT W/ X/Y PATTERN",
"37823","37823 - EXOTROPIA INTERMITTENT MONOCULAR",
"37824","37824 - EXOTROPIA INTERMITTENT ALTERNATING",
"37831","37831 - HYPERTROPIA",
"37834","37834 - SYNDROME MONOFIXATION",
"37841","37841 - ESOPHORIA",
"37842","37842 - EXOPHORIA",
"37843","37843 - HETEROPHORIA VERTICAL",
"37851","37851 - PALSY PARTIAL THIRD NERVE",
"37853","37853 - PALSY FOURTH NERVE",
"37854","37854 - PALSY SIXTH NERVE",
"37860","37860 - STRABISMUS MECHANICAL NOS",
"37887","37887 - DEVIATION OTH DISSOCIATED EYE MVMT",
"3789","3789 - DISORDER EYE MOVEMENT NOS",
"37900","37900 - SCLERITIS NOS",
"37901","37901 - EPISCLERITIS PERIODICA FUGAX",
"37902","37902 - EPISCLERITIS NODULAR",
"37904","37904 - SCLEROMALACIA PERFORANS",
"37912","37912 - STAPHYLOMA POSTICUM",
"37921","37921 - DEGENERATION VITREOUS BODY",
"37922","37922 - DEPOSITS CRYSTALLINE IN VITREOUS",
"37923","37923 - HEMORRHAGE VITREOUS",
"37924","37924 - OPACITY VITREOUS NEC",
"37925","37925 - MEMBRANE VITREOUS",
"37926","37926 - PROLAPSE VITREOUS",
"37927","37927 - VITREOMACULAR ADHESION",
"37929","37929 - DISORDER VITREOUS NEC",
"37931","37931 - APHAKIA",
"37932","37932 - SUBLUXATION LENS",
"37933","37933 - DISLOCATION ANTERIOR LENS",
"37939","37939 - DISORDERS LENS NEC",
"37940","37940 - ABNORMAL PUPILLARY FUNCTION NOS",
"37941","37941 - ANISOCORIA",
"37942","37942 - MIOSIS NOT D/T MIOTICS",
"37943","37943 - MYDRIASIS NOT D/T MYDRIATICS",
"37945","37945 - ARGYLL ROBERTSON PUPIL ATYPICAL",
"37946","37946 - REACTION TONIC PUPILLARY",
"37949","37949 - ANOMALY PUPILLARY FUNCTION NEC",
"37950","37950 - NYSTAGMUS NOS",
"37956","37956 - NYSTAGMUS NEC",
"37962","37962 - INFLAMM POSTPROC BLEB STG 2",
"3798","3798 - DISORDER EYE NEC",
"37990","37990 - DISORDER EYE NOS",
"37991","37991 - PAIN IN OR AROUND EYE",
"37992","37992 - SWELLING OR MASS EYE",
"37993","37993 - REDNESS/DISCHARGE EYE",
"37999","37999 - DISORDER ILL-DEFINED EYE NEC",
"38000","38000 - PERICHONDRITIS PINNA NOS",
"38010","38010 - OTITIS EXTERNA INFECTIVE NOS",
"38011","38011 - INFECTION ACUTE PINNA",
"38012","38012 - SWIMMERS EAR ACUTE",
"38013","38013 - INFECTION ACUTE EXTERNAL EAR NEC",
"38014","38014 - OTITIS EXTERNA MALIGNANT",
